OrderID;OrderDate;OrderRequiredDate;OrderShippedDate;OrderShipVia;OrderFreight;OrderShipName;OrderShipAddress;OrderShipCity;OrderShipRegion;OrderShipPostalCode;OrderShipCountry;CustomerID;CustCompanyName;CustContactName;CustContactTitle;CustAddress;CustCity;CustRegion;CustPostalCode;CustCountry;CustPhone;CustFax;EmployeeID;EmployeeLastName;EmployeeFirstName;EmployeeTitle;EmployeeTitleOfCourtesy;EmployeeBirthDate;EmployeeHireDate;EmployeeAddress;EmployeeCity;EmployeeRegion;EmployeePostalCode;EmployeeCountry;EmployeeHomePhone;EmployeeExtension;EmployeeNotes;EmployeeReportsTo;UnitPrice;Quantity;Discount;ProductID;ProductName;ProductSupplierID;ProductQuantityPerUnit;ProductUnitPrice;ProductUnitsInStock;ProductUnitsOnOrder;ProductReorderLevel;ProductDiscontinued;SupplierID;SupplierCompanyName;SupplierContactName;SupplierContactTitle;SupplierAddress;SupplierCity;SupplierRegion;SupplierPostalCode;SupplierCountry;SupplierPhone;SupplierFax;CategoryID;CategoryName;Description
11032;17-04-2021;15-05-2021;23-04-2021;3;606,19;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA;WHITC;White Clover Markets;Karl Jablonski;Owner;305 - 14th Ave. S. Suite 3B;Seattle;WA;98128;USA;(206) 555-4112;(206) 555-4115;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;19;35;0;36;Inlagd Sill;17;24 - 250 g  jars;19;112;0;20;FALSO;17;Svensk Sj�f�da AB;Michael Bj�rn;Sales Representative;Brovallav�gen 231;Stockholm;;S-123 45;Sweden;08-123 45 67;;8;Seafood;Seaweed and fish
11032;17-04-2021;15-05-2021;23-04-2021;3;606,19;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA;WHITC;White Clover Markets;Karl Jablonski;Owner;305 - 14th Ave. S. Suite 3B;Seattle;WA;98128;USA;(206) 555-4112;(206) 555-4115;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;263,5;25;0;38;C�te de Blaye;18;12 - 75 cl bottles;263,5;17;0;15;FALSO;18;Aux joyeux eccl�siastiques;Guyl�ne Nodier;Sales Manager;203, Rue des Francs-Bourgeois;Paris;;75004;France;(1) 03.83.00.68;(1) 03.83.00.62;1;Beverages;Soft drinks, coffees, teas, beers, and ales
11032;17-04-2021;15-05-2021;23-04-2021;3;606,19;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA;WHITC;White Clover Markets;Karl Jablonski;Owner;305 - 14th Ave. S. Suite 3B;Seattle;WA;98128;USA;(206) 555-4112;(206) 555-4115;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;55;30;0;59;Raclette Courdavault;28;5 kg pkg.;55;79;0;0;FALSO;28;Gai p�turage;Eliane Noz;Sales Representative;Bat. B 3, rue des Alpes;Annecy;;74000;France;38.76.98.06;38.76.98.58;4;Dairy Products;Cheeses
11033;17-04-2021;15-05-2021;23-04-2021;3;84,74;Richter Supermarkt;Starenweg 5;Gen�ve;;1204;Switzerland;RICSU;Richter Supermarkt;Michael Holz;Sales Manager;Grenzacherweg 237;Gen�ve;;1203;Switzerland;0897-034214;;7;King;Robert;Sales Representative;Mr.;29-05-1960;02-01-1994;Edgeham HollowWinchester Way;London;;RG1 9SP;UK;(71) 555-5598;465;"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.";5;32,8;70;0,1;53;Perth Pasties;24;48 pieces;32,8;0;0;0;VERDADERO;24;G'day, Mate;Wendy Mackenzie;Sales Representative;170 Prince Edward Parade Hunter's Hill;Sydney;NSW;2042;Australia;(02) 555-5914;(02) 555-4873;6;Meat/Poultry;Prepared meats
11033;17-04-2021;15-05-2021;23-04-2021;3;84,74;Richter Supermarkt;Starenweg 5;Gen�ve;;1204;Switzerland;RICSU;Richter Supermarkt;Michael Holz;Sales Manager;Grenzacherweg 237;Gen�ve;;1203;Switzerland;0897-034214;;7;King;Robert;Sales Representative;Mr.;29-05-1960;02-01-1994;Edgeham HollowWinchester Way;London;;RG1 9SP;UK;(71) 555-5598;465;"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.";5;36;36;0,1;69;Gudbrandsdalsost;15;10 kg pkg.;36;26;0;15;FALSO;15;Norske Meierier;Beate Vileid;Marketing Manager;Hatlevegen 5;Sandvika;;1320;Norway;(0)2-953010;;4;Dairy Products;Cheeses
11034;20-04-2021;01-06-2021;27-04-2021;1;40,32;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA;OLDWO;Old World Delicatessen;Rene Phillips;Sales Representative;2743 Bering St.;Anchorage;AK;99508;USA;(907) 555-7584;(907) 555-2880;8;Callahan;Laura;Inside Sales Coordinator;Ms.;09-01-1958;05-03-1994;4726 - 11th Ave. N.E.;Seattle;WA;98105;USA;(206) 555-1189;2344;Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.;2;10;15;0,1;21;Sir Rodney's Scones;8;24 pkgs. x 4 pieces;10;3;40;5;FALSO;8;Specialty Biscuits, Ltd.;Peter Wilson;Sales Representative;29 King's Way;Manchester;;M14 GSD;UK;(161) 555-4448;;3;Confections;Desserts, candies, and sweet breads
11034;20-04-2021;01-06-2021;27-04-2021;1;40,32;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA;OLDWO;Old World Delicatessen;Rene Phillips;Sales Representative;2743 Bering St.;Anchorage;AK;99508;USA;(907) 555-7584;(907) 555-2880;8;Callahan;Laura;Inside Sales Coordinator;Ms.;09-01-1958;05-03-1994;4726 - 11th Ave. N.E.;Seattle;WA;98105;USA;(206) 555-1189;2344;Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.;2;19,45;12;0;44;Gula Malacca;20;20 - 2 kg bags;19,45;27;0;15;FALSO;20;Leka Trading;Chandra Leka;Owner;471 Serangoon Loop, Suite #402;Singapore;;512;Singapore;555-8787;;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
11034;20-04-2021;01-06-2021;27-04-2021;1;40,32;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA;OLDWO;Old World Delicatessen;Rene Phillips;Sales Representative;2743 Bering St.;Anchorage;AK;99508;USA;(907) 555-7584;(907) 555-2880;8;Callahan;Laura;Inside Sales Coordinator;Ms.;09-01-1958;05-03-1994;4726 - 11th Ave. N.E.;Seattle;WA;98105;USA;(206) 555-1189;2344;Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.;2;28,5;6;0;61;Sirop d'�rable;29;24 - 500 ml bottles;28,5;113;0;25;FALSO;29;For�ts d'�rables;Chantal Goulet;Accounting Manager;148 rue Chasseur;Ste-Hyacinthe;Qu�bec;J2S 7S8;Canada;(514) 555-2955;(514) 555-2921;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
11035;20-04-2021;18-05-2021;24-04-2021;2;0,17;Supr�mes d�lices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium;SUPRD;Supr�mes d�lices;Pascale Cartrain;Accounting Manager;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium;(071) 23 67 22 20;(071) 23 67 22 21;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;18;10;0;1;Chai;1;10 boxes x 20 bags;18;39;0;10;FALSO;1;Exotic Liquids;Charlotte Cooper;Purchasing Manager;49 Gilbert St.;London;;EC1 4SD;UK;(171) 555-2222;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
11035;20-04-2021;18-05-2021;24-04-2021;2;0,17;Supr�mes d�lices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium;SUPRD;Supr�mes d�lices;Pascale Cartrain;Accounting Manager;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium;(071) 23 67 22 20;(071) 23 67 22 21;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;18;60;0;35;Steeleye Stout;16;24 - 12 oz bottles;18;20;0;15;FALSO;16;Bigfoot Breweries;Cheryl Saylor;Regional Account Rep.;3400 - 8th Avenue Suite 210;Bend;OR;97101;USA;(503) 555-9931;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
11035;20-04-2021;18-05-2021;24-04-2021;2;0,17;Supr�mes d�lices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium;SUPRD;Supr�mes d�lices;Pascale Cartrain;Accounting Manager;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium;(071) 23 67 22 20;(071) 23 67 22 21;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;14;30;0;42;Singaporean Hokkien Fried Mee;20;32 - 1 kg pkgs.;14;26;0;0;VERDADERO;20;Leka Trading;Chandra Leka;Owner;471 Serangoon Loop, Suite #402;Singapore;;512;Singapore;555-8787;;5;Grains/Cereals;Breads, crackers, pasta, and cereal
11035;20-04-2021;18-05-2021;24-04-2021;2;0,17;Supr�mes d�lices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium;SUPRD;Supr�mes d�lices;Pascale Cartrain;Accounting Manager;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium;(071) 23 67 22 20;(071) 23 67 22 21;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;7,45;10;0;54;Tourti�re;25;16 pies;7,45;21;0;10;FALSO;25;Ma Maison;Jean-Guy Lauzon;Marketing Manager;2960 Rue St. Laurent;Montr�al;Qu�bec;H1J 1C3;Canada;(514) 555-9022;;6;Meat/Poultry;Prepared meats
11036;20-04-2021;18-05-2021;22-04-2021;3;149,47;Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Germany;DRACD;Drachenblut Delikatessen;Sven Ottlieb;Order Administrator;Walserweg 21;Aachen;;52066;Germany;0241-039123;0241-059428;8;Callahan;Laura;Inside Sales Coordinator;Ms.;09-01-1958;05-03-1994;4726 - 11th Ave. N.E.;Seattle;WA;98105;USA;(206) 555-1189;2344;Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.;2;6;7;0;13;Konbu;6;2 kg box;6;24;0;5;FALSO;6;Mayumi's;Mayumi Ohno;Marketing Representative;92 Setsuko Chuo-ku;Osaka;;545;Japan;(06) 431-7877;;8;Seafood;Seaweed and fish
11036;20-04-2021;18-05-2021;22-04-2021;3;149,47;Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Germany;DRACD;Drachenblut Delikatessen;Sven Ottlieb;Order Administrator;Walserweg 21;Aachen;;52066;Germany;0241-039123;0241-059428;8;Callahan;Laura;Inside Sales Coordinator;Ms.;09-01-1958;05-03-1994;4726 - 11th Ave. N.E.;Seattle;WA;98105;USA;(206) 555-1189;2344;Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.;2;55;30;0;59;Raclette Courdavault;28;5 kg pkg.;55;79;0;0;FALSO;28;Gai p�turage;Eliane Noz;Sales Representative;Bat. B 3, rue des Alpes;Annecy;;74000;France;38.76.98.06;38.76.98.58;4;Dairy Products;Cheeses
11037;21-04-2021;19-05-2021;27-04-2021;1;3,2;Godos Cocina T�pica;C/ Romero, 33;Sevilla;;41101;Spain;GODOS;Godos Cocina T�pica;Jos� Pedro Freyre;Sales Manager;C/ Romero, 33;Sevilla;;41101;Spain;(95) 555 82 82;;7;King;Robert;Sales Representative;Mr.;29-05-1960;02-01-1994;Edgeham HollowWinchester Way;London;;RG1 9SP;UK;(71) 555-5598;465;"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.";5;15;4;0;70;Outback Lager;7;24 - 355 ml bottles;15;15;10;30;FALSO;7;Pavlova, Ltd.;Ian Devling;Marketing Manager;74 Rose St. Moonie Ponds;Melbourne;Victoria;3058;Australia;(03) 444-2343;(03) 444-6588;1;Beverages;Soft drinks, coffees, teas, beers, and ales
11038;21-04-2021;19-05-2021;30-04-2021;2;29,59;Supr�mes d�lices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium;SUPRD;Supr�mes d�lices;Pascale Cartrain;Accounting Manager;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium;(071) 23 67 22 20;(071) 23 67 22 21;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;18,4;5;0,2;40;Boston Crab Meat;19;24 - 4 oz tins;18,4;123;0;30;FALSO;19;New England Seafood Cannery;Robb Merchant;Wholesale Account Agent;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;MA;2134;USA;(617) 555-3267;(617) 555-3389;8;Seafood;Seaweed and fish
11038;21-04-2021;19-05-2021;30-04-2021;2;29,59;Supr�mes d�lices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium;SUPRD;Supr�mes d�lices;Pascale Cartrain;Accounting Manager;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium;(071) 23 67 22 20;(071) 23 67 22 21;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;7;2;0;52;Filo Mix;24;16 - 2 kg boxes;7;38;0;25;FALSO;24;G'day, Mate;Wendy Mackenzie;Sales Representative;170 Prince Edward Parade Hunter's Hill;Sydney;NSW;2042;Australia;(02) 555-5914;(02) 555-4873;5;Grains/Cereals;Breads, crackers, pasta, and cereal
11038;21-04-2021;19-05-2021;30-04-2021;2;29,59;Supr�mes d�lices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium;SUPRD;Supr�mes d�lices;Pascale Cartrain;Accounting Manager;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium;(071) 23 67 22 20;(071) 23 67 22 21;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;21,5;30;0;71;Flotemysost;15;10 - 500 g pkgs.;21,5;26;0;0;FALSO;15;Norske Meierier;Beate Vileid;Marketing Manager;Hatlevegen 5;Sandvika;;1320;Norway;(0)2-953010;;4;Dairy Products;Cheeses
11039;21-04-2021;19-05-2021;;2;65;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela;LINOD;LINO-Delicateses;Felipe Izquierdo;Owner;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela;(8) 34-56-12;(8) 34-93-93;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;45,6;20;0;28;R�ssle Sauerkraut;12;25 - 825 g cans;45,6;26;0;0;VERDADERO;12;Plutzer Lebensmittelgro�m�rkte AG;Martin Bein;International Marketing Mgr.;Bogenallee 51;Frankfurt;;60439;Germany;(069) 992755;;7;Produce;Dried fruit and bean curd
11039;21-04-2021;19-05-2021;;2;65;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela;LINOD;LINO-Delicateses;Felipe Izquierdo;Owner;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela;(8) 34-56-12;(8) 34-93-93;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;18;24;0;35;Steeleye Stout;16;24 - 12 oz bottles;18;20;0;15;FALSO;16;Bigfoot Breweries;Cheryl Saylor;Regional Account Rep.;3400 - 8th Avenue Suite 210;Bend;OR;97101;USA;(503) 555-9931;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
11039;21-04-2021;19-05-2021;;2;65;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela;LINOD;LINO-Delicateses;Felipe Izquierdo;Owner;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela;(8) 34-56-12;(8) 34-93-93;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;20;60;0;49;Maxilaku;23;24 - 50 g pkgs.;20;10;60;15;FALSO;23;Karkki Oy;Anne Heikkonen;Product Manager;Valtakatu 12;Lappeenranta;;53120;Finland;(953) 10956;;3;Confections;Desserts, candies, and sweet breads
11039;21-04-2021;19-05-2021;;2;65;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela;LINOD;LINO-Delicateses;Felipe Izquierdo;Owner;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela;(8) 34-56-12;(8) 34-93-93;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;19,5;28;0;57;Ravioli Angelo;26;24 - 250 g pkgs.;19,5;36;0;20;FALSO;26;Pasta Buttini s.r.l.;Giovanni Giudici;Order Administrator;Via dei Gelsomini, 153;Salerno;;84100;Italy;(089) 6547665;(089) 6547667;5;Grains/Cereals;Breads, crackers, pasta, and cereal
11040;22-04-2021;20-05-2021;;3;18,84;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA;GREAL;Great Lakes Food Market;Howard Snyder;Marketing Manager;2732 Baker Blvd.;Eugene;OR;97403;USA;(503) 555-7555;;4;Peacock;Margaret;Sales Representative;Mrs.;19-09-1937;03-05-1993;4110 Old Redmond Rd.;Redmond;WA;98052;USA;(206) 555-8122;5176;Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.;2;10;20;0;21;Sir Rodney's Scones;8;24 pkgs. x 4 pieces;10;3;40;5;FALSO;8;Specialty Biscuits, Ltd.;Peter Wilson;Sales Representative;29 King's Way;Manchester;;M14 GSD;UK;(161) 555-4448;;3;Confections;Desserts, candies, and sweet breads
11041;22-04-2021;20-05-2021;28-04-2021;2;48,22;Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Switzerland;CHOPS;Chop-suey Chinese;Yang Wang;Owner;Hauptstr. 29;Bern;;3012;Switzerland;0452-076545;;3;Leverling;Janet;Sales Representative;Ms.;30-08-1963;01-04-1992;722 Moss Bay Blvd.;Kirkland;WA;98033;USA;(206) 555-3412;3355;Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.;2;19;30;0,2;2;Chang;1;24 - 12 oz bottles;19;17;40;25;FALSO;1;Exotic Liquids;Charlotte Cooper;Purchasing Manager;49 Gilbert St.;London;;EC1 4SD;UK;(171) 555-2222;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
11041;22-04-2021;20-05-2021;28-04-2021;2;48,22;Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Switzerland;CHOPS;Chop-suey Chinese;Yang Wang;Owner;Hauptstr. 29;Bern;;3012;Switzerland;0452-076545;;3;Leverling;Janet;Sales Representative;Ms.;30-08-1963;01-04-1992;722 Moss Bay Blvd.;Kirkland;WA;98033;USA;(206) 555-3412;3355;Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.;2;43,9;30;0;63;Vegie-spread;7;15 - 625 g jars;43,9;24;0;5;FALSO;7;Pavlova, Ltd.;Ian Devling;Marketing Manager;74 Rose St. Moonie Ponds;Melbourne;Victoria;3058;Australia;(03) 444-2343;(03) 444-6588;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
11042;22-04-2021;06-05-2021;01-05-2021;1;29,99;Com�rcio Mineiro;Av. dos Lus�adas, 23;Sao Paulo;SP;05432-043;Brazil;COMMI;Com�rcio Mineiro;Pedro Afonso;Sales Associate;Av. dos Lus�adas, 23;Sao Paulo;SP;05432-043;Brazil;(11) 555-7647;;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;19,45;15;0;44;Gula Malacca;20;20 - 2 kg bags;19,45;27;0;15;FALSO;20;Leka Trading;Chandra Leka;Owner;471 Serangoon Loop, Suite #402;Singapore;;512;Singapore;555-8787;;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
11042;22-04-2021;06-05-2021;01-05-2021;1;29,99;Com�rcio Mineiro;Av. dos Lus�adas, 23;Sao Paulo;SP;05432-043;Brazil;COMMI;Com�rcio Mineiro;Pedro Afonso;Sales Associate;Av. dos Lus�adas, 23;Sao Paulo;SP;05432-043;Brazil;(11) 555-7647;;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;28,5;4;0;61;Sirop d'�rable;29;24 - 500 ml bottles;28,5;113;0;25;FALSO;29;For�ts d'�rables;Chantal Goulet;Accounting Manager;148 rue Chasseur;Ste-Hyacinthe;Qu�bec;J2S 7S8;Canada;(514) 555-2955;(514) 555-2921;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
11043;22-04-2021;20-05-2021;29-04-2021;2;8,8;Sp�cialit�s du monde;25, rue Lauriston;Paris;;75016;France;SPECD;Sp�cialit�s du monde;Dominique Perrier;Marketing Manager;25, rue Lauriston;Paris;;75016;France;(1) 47.55.60.10;(1) 47.55.60.20;5;Buchanan;Steven;Sales Manager;Mr.;04-03-1955;17-10-1993;14 Garrett Hill;London;;SW1 8JR;UK;(71) 555-4848;3453;"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree in 1976.  Upon joining the company as a sales representative in 1992, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London.  He was promoted to sales manager in March 1993.  Mr. Buchanan has completed the courses ""Successful Telemarketing"" and ""International Sales Management.""  He is fluent in French.";2;21;10;0;11;Queso Cabrales;5;1 kg pkg.;21;22;30;30;FALSO;5;Cooperativa de Quesos 'Las Cabras';Antonio del Valle Saavedra;Export Administrator;Calle del Rosal 4;Oviedo;Asturias;33007;Spain;(98) 598 76 54;;4;Dairy Products;Cheeses
11044;23-04-2021;21-05-2021;01-05-2021;1;8,72;Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Poland;WOLZA;Wolski  Zajazd;Zbyszek Piestrzeniewicz;Owner;ul. Filtrowa 68;Warszawa;;01-012;Poland;(26) 642-7012;(26) 642-7012;4;Peacock;Margaret;Sales Representative;Mrs.;19-09-1937;03-05-1993;4110 Old Redmond Rd.;Redmond;WA;98052;USA;(206) 555-8122;5176;Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.;2;49,3;12;0;62;Tarte au sucre;29;48 pies;49,3;17;0;0;FALSO;29;For�ts d'�rables;Chantal Goulet;Accounting Manager;148 rue Chasseur;Ste-Hyacinthe;Qu�bec;J2S 7S8;Canada;(514) 555-2955;(514) 555-2921;3;Confections;Desserts, candies, and sweet breads
